Author,Rating,Review_Title,Review
Ak4t9erfan,5,Great backup for the price,"Great value for the price, used as a backup to keep at work"
Boss4186,5,A Great Tablet To Buy For Anyone,I've had a kindle fire for over 4 years so I decided to get this one for my daughter and she is going to love it. They're very durable and will meet the needs that she has.
Lyric,5,Easy to use,This is a great device for someone who likes to check emails quickly and good size to hold while reading and to carry with you if you like to read while on the go.
ChrisT,4,Good for grandkids,Bought for my granddaughter as a Christmas present and she loves it.
EDDIE,3,Very nice to be so small,"My grandchildren love this. Its the perfit size for them and ot allows them to do all the things they want. The price was also great, much less than a large tablet."
Lespeedro,4,Great tablet for the money,Purchased for an 8 year old. Prefers reading books on the tablet vs hard copy and can play games and watch videos. Well worth the $50 cost
Purvman,4,Good camera feature,I have had one before and I like the new camera feature on this one. Easy to use and the clear picture.
Branster88,5,Amazing,"Amazon's know for there tablets. Mine works great, good wifi and memory. I love the quad-core processor, great screen, crisp and clear.Comfortable and easy to use. 10/10"
mazdaboi,4,"Nice tablet, great features.","Picked this up for a spare tablet, and at $49 it was a no brainer. Videos, games, books, music work great. lots of capabilities. Screen looks great and it does feel a lot sturdier as it was a more expensive tablet. if you can't find an app, you can install Google Play store (have to search for it online for instructions). I did return this tablet as we specifically bought this to be use while on the treadmill, and you can't access Bravo or E! Tv. They only make apps for iOS (iPad/iPod/iPhone) other than that...its not a problem with Amazon or their tablet, I blame it on Bravo.Excellent tablet otherwise.. I will definitely buy it again in the future. Just don't need it at this moment."
Apple,5,love,LOOOOVVVVVEEEE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Jayfer,5,Great tablet for the money.,"Love the idea that this tablet is expandable to 128GB. The Ipad Mini 2 that I also have does not compare even close to this tablet, as it is not expandable beyond its 16GB. Overall, just an outstanding tablet."
Alex,4,Very good for the prize,This tablet is for my mom who only knows the basics of technology. You can play games on it and social networks easily. Anything more advanced I wouldn't recommend. Great product starter tablet for am amazing price.
Wanda13,5,Great price,"I love the picture, easy to navigate, light weight and easy travel size . I bought 4 for Christmas presents."
nomorepies,5,yay,Great for the price. Easy to navigate. Kids love the games I put on it.
reader12345,5,Avid book readers..perfect tool,"This was brought for husband, he wore out his first kindle. Excellent value."
DaveyboyB,5,Great little tablet,This is one neat little tablet. Can be used to surf net or read. I use it for both. Light and comfortable to use.
Nannie,5,Daughter had one a long time ago. She loved it.,"I bought 2 of these and they were both Christmas gifts (1) for my daughter and (1) for her daughter. The price was great ! Now, how do I let you know who the owners are and how they can set them up in their names?"
HartP15,4,Great value for price,"Overall for the price you can't really complain, yes it has directed advertisements on the start screen when you turn it on but again, $50 for a tablet isn't that bad and the ads can be removed by subscribing to Amazon Prime which offers features in itself too."
Jayg,5,Best tab on the price,"Excellent just 50$ , and has all the features and a vast collection of books"
Isaac,3,Too Many Adds,I actually ended up returning this item because I got frustrated with the adds. If it wasn't for that I probably would have given it 5 stars.
Nitkur,4,Easy to use for day to day browsing,Easy to use for daily usage . Small and can be hold using one hand . Very good option for kid .
value1,5,Incredible number of features for the price.,"Bought the original Kindle Fire, and was impressed with the latest updated version. Better software, camera, and more apps make this all the more worth the small price. I guess that Amazon takes a loss on the production of this unit to gain your interest in buying their merchandise and using their services. In any case, it works, and I would recommend this to anyone interested in an inexpensive internet access device."
Chris,4,good,"Bought for kids to play games on, good for what they need it."
aspekt,5,Vry helpful foe anyone,This tablet has all apps needed for anyone. only one things not working with this tablet - this is some apps GPS.
Maro,4,Its a OK tablet,Its great it moves fast only problem the battery don't last all that long but its a good tablet I like
Sweet,5,Great tablet for kidd,Great tablet for my grandkids ranging from 6 years old to 10
2much2explain5,5,great I really love it everything works good,I love it my baby really enjoy it she love it I want to order more
ro3e83,4,Great for my kids,Love the apps and set up done by the geek squad and the simple steps to set up
James,5,Great,Simple to use. Has its hiccups but for 50 bucks its the best bang for the buck. Purchased for my 6 year okd to replace an older generation model
Nates,5,Kindle for Grandpa,"I bought this for Grandpa for Christmas, he has never had a computer or tablet and this was great for the first timer. Easy to use."
Att2012912,1,Software,It was just the worst software I've ever seen you could barely play or do anything
Cnote252,4,Good picture,Would buy again good resolution. Wish the screen was bigger
itango1966,4,Kindle Fire $49.99 version,Bought this to replace my Samsung Galaxy Tab that was about 3 years old and seemed to be running slow and was a bit heavy for a 7inch tablet. This is much lighter and since I will probably use it mostly to read books and play games like candy crush it is fast and easy to use. Very happy with it so far.
